tcid,id,family_id,family,superfamily,description
1.B.67.1,222,1.B.67,BBP4,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Putative Beta Barrel Porin-4 (BBP4) Family
1.B.69.1,223,1.B.69,PxMP4,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  ,The Peroxysomal Membrane Porin 4 (PxMP4) Family
1.B.69.2,224,1.B.69,PxMP4,Outer Membrane Pore-forming Protein IV (OMPP-IV) Superfamily  ,The Peroxysomal Membrane Porin 4 (PxMP4) Family
1.B.7.1,225,1.B.7,RPP,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Rhodobacter PorCa Porin (RPP) Family
1.B.70.1,226,1.B.70,OMC,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Outer Membrane Channel (OMC) Family
1.B.71.1,227,1.B.71,PVP,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Proteobacterial/Verrucomicrobial Porin (PVP) Family
1.B.75.1,228,1.B.75,DUF481,,The DUF481 Putative Beta Barrel Porin (DUF481) Family
1.B.76.1,229,1.B.76,CopB,,The Copper Resistance Putative Porin (CopB) Family
1.B.77.1,230,1.B.77,Oep23,,The Chloroplast Outer Membrane Porin (Oep23) Family
1.B.8.1,231,1.B.8,MPP,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Mitochondrial and Plastid Porin (MPP) Family
1.B.8.2,232,1.B.8,MPP,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Mitochondrial and Plastid Porin (MPP) Family
1.B.81.1,233,1.B.81,DUF2490,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The DUF2490 Putative Beta Barrel Porin (DUF2490) Family
1.B.84.1,234,1.B.84,OMPLA,,The Outer Membrane Porin/Phospholipase A (OMPLA) Family
1.B.89.1,235,1.B.89,GjpA,Actinobacterial Outer Membrane Porin (A-OMP) Superfamily,The Gordonia Outer Membrane Porin (GjpA) Family
1.B.9.1,236,1.B.9,FadL,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The FadL Outer Membrane Protein (FadL) Family
1.B.9.4,237,1.B.9,FadL,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The FadL Outer Membrane Protein (FadL) Family
1.B.92.1,238,1.B.92,NilB,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,"The Proteobacterial Outer Membrane Porin, NilB (NilB) Family"
1.B.93.1,239,1.B.93,MipA,,The MipA-interacting Protein (MipA) Family
1.B.94.1,240,1.B.94,PPE,Actinobacterial Outer Membrane Porin (A-OMP) Superfamily,The Pro-Pro-Glu Outer Membrane Porin (PPE) Family
1.C.1.3,241,1.C.1,Colicin,,The Channel-forming Colicin (Colicin) Family
1.C.100.1,242,1.C.100,TDH,,The Thermostable Direct Hemolysin (TDH) Family
1.C.109.1,243,1.C.109,TlyA,,The Bacterial Hemolysin A (TlyA) Family
1.C.111.1,244,1.C.111,RegIIIγ,,The RegIIIγ (RegIIIγ) Family
1.C.113.1,245,1.C.113,Hly III,,The Hemolysin III (Hly III) Family
1.C.113.2,246,1.C.113,Hly III,,The Hemolysin III (Hly III) Family
1.C.115.1,247,1.C.115,Atticin,,"The Membrane-permeabilizing Peptide, Atticin (Atticin) Family"
1.C.12.1,248,1.C.12,CDC,,The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
1.C.123.1,249,1.C.123,Gasdermin,Gasdermin Superfamily,The Pore-forming Gasdermin (Gasdermin) Family
1.C.125.1,250,1.C.125,Stonustoxin,,The Pore-forming Stonustoxin (Stonustoxin) Family
1.C.126.1,251,1.C.126,HlyC,CNNM/HlyC Superfamily,The HlyC Haemolysin (HlyC) Family
1.C.130.1,252,1.C.130,OrtT,,"The Membrane Potential-dissipating Orphan 10 Toxin, (OrtT) Family"
1.C.133.1,253,1.C.133,AapA1,,The Small Polypeptide Toxin (AapA1) Family
1.C.137.1,254,1.C.137,B-Gas,Gasdermin Superfamily,The Bacterial Gasdermin (B-Gas) Family
1.C.19.1,255,1.C.19,Defensin,Defensin Superfamily,The Defensin (Defensin) Family
1.C.20.1,256,1.C.20,Nisin,,The Nisin (Nisin) Family
1.C.21.1,257,1.C.21,Lacticin 481,Lantibiotic Bacteriocin (La-Ba) Superfamily,The Lacticin 481 (Lacticin 481) Family
1.C.22.1,258,1.C.22,Lactococcin A,Bacterial Bacteriocin (BB) Superfamily,The Lactococcin A (Lactococcin A) Family
1.C.24.1,259,1.C.24,Pediocin,Bacterial Bacteriocin (BB) Superfamily,The Pediocin (Pediocin) Family
1.C.3.4,260,1.C.3,αHL,Aerolysin Superfamily,The α-Hemolysin Channel-forming Toxin (αHL) Family
1.C.30.1,261,1.C.30,Plantaricin JK,Bacterial Bacteriocin (BB) Superfamily,The Plantaricin JK (Plantaricin JK) Family
1.C.32.1,262,1.C.32,Mastoparan,Cecropin Superfamily,The Amphipathic Peptide Mastoparan (Mastoparan) Family
1.C.33.1,263,1.C.33,Cathelicidin,,The Cathelicidin (Cathelicidin) Family
1.C.36.2,264,1.C.36,IIITCP,,The Bacterial Type III-Target Cell Pore (IIITCP) Family
1.C.36.3,265,1.C.36,IIITCP,,The Bacterial Type III-Target Cell Pore (IIITCP) Family
1.C.37.1,266,1.C.37,Lactococcin 972,,The Lactococcin 972 (Lactococcin 972) Family
1.C.38.1,267,1.C.38,Equinatoxin,,The Pore-forming Equinatoxin (Equinatoxin) Family
1.C.39.13,268,1.C.39,MACPF,MACPF/TMPRSS/SelP-R Superfamily,The Membrane Attack Complex/Perforin (MACPF) Family
1.C.39.17,269,1.C.39,MACPF,MACPF/TMPRSS/SelP-R Superfamily,The Membrane Attack Complex/Perforin (MACPF) Family
1.C.39.2,270,1.C.39,MACPF,MACPF/TMPRSS/SelP-R Superfamily,The Membrane Attack Complex/Perforin (MACPF) Family
1.C.39.4,271,1.C.39,MACPF,MACPF/TMPRSS/SelP-R Superfamily,The Membrane Attack Complex/Perforin (MACPF) Family
1.C.40.1,272,1.C.40,BPIP,,The Bactericidal Permeability Increasing Protein (BPIP) Family
1.C.41.1,273,1.C.41,HBL,Pore-forming Cytotoxin (PfCTx) Superfamily,The Tripartite Haemolysin BL (HBL) Family
1.C.41.2,274,1.C.41,HBL,Pore-forming Cytotoxin (PfCTx) Superfamily,The Tripartite Haemolysin BL (HBL) Family
1.C.45.1,275,1.C.45,Plant Defensin,Defensin Superfamily,The Plant Defensin (Plant Defensin) Family
1.C.46.1,276,1.C.46,CNP,,The C-type Natriuretic Peptide (CNP) Family
1.C.47.1,277,1.C.47,Insect/Fungal Defensin,Defensin Superfamily,The Insect/Fungal Defensin (Insect/Fungal Defensin) Family
1.C.48.1,278,1.C.48,PrP,,The Prion Peptide (PrP) Family
1.C.50.1,279,1.C.50,AβPP,Beta-Amyloid Protein-Protease Inhibitor Superfamily,The Amyloid β-Protein Peptide (AβPP) Family
1.C.52.1,280,1.C.52,Dermaseptin,Cecropin Superfamily,The Dermaseptin (Dermaseptin) Family
1.C.53.2,281,1.C.53,Lactocyclicin Q,Bacterial Bacteriocin (BB) Superfamily,The Lactocyclicin Q (Lactocyclicin Q) Family
1.C.59.5,282,1.C.59,CPE,,The Clostridium perfringens Enterotoxin (CPE) Family
1.C.60.1,283,1.C.60,EFC,Lantibiotic Bacteriocin (La-Ba) Superfamily,The Two-component Enterococcus faecalis Cytolysin (EFC) Family
1.C.64.1,284,1.C.64,Fst,,The Fst Toxin (Fst) Family
1.C.74.1,285,1.C.74,SCT,Aerolysin Superfamily,The Snake Cytotoxin (SCT) Family
1.C.76.1,286,1.C.76,Maculatin,Cecropin Superfamily,The Pore-forming Maculatin Peptide (Maculatin) Family
1.C.77.1,287,1.C.77,Synuclein,,The Synuclein (Synuclein) Family
1.C.81.1,288,1.C.81,Arenicin,,The Arenicin (Arenicin) Family 
1.C.81.2,289,1.C.81,Arenicin,,The Arenicin (Arenicin) Family 
1.C.85.1,290,1.C.85,β-Defensin,Defensin Superfamily,The Pore-Forming β-Defensin (β-Defensin) Family
1.C.95.1,291,1.C.95,ESAT-6,,The Pore-forming ESAT-6 Protein (ESAT-6) Family
1.C.97.1,292,1.C.97,Pleurotolysin,Pleurotolysin Superfamily,The Pleurotolysin Pore-forming (Pleurotolysin) Family
1.C.97.3,293,1.C.97,Pleurotolysin,Pleurotolysin Superfamily,The Pleurotolysin Pore-forming (Pleurotolysin) Family
1.E.1.1,294,1.E.1,P21 Holin,Holin II Superfamily ,The P21 Holin S (P21 Holin) Family
1.E.11.1,295,1.E.11,φ11 Holin,Holin I Superfamily,The φ11 Holin (φ11 Holin) Family
1.E.11.3,296,1.E.11,φ11 Holin,Holin I Superfamily,The φ11 Holin (φ11 Holin) Family
1.E.13.1,297,1.E.13,φU53 Holin,,The Firmicute phage φU53 Holin (φU53 Holin) Family
1.E.14.1,298,1.E.14,CidA/LrgA Holin,,The CidA/LrgA Holin (CidA/LrgA Holin) Family
1.E.17.1,299,1.E.17,BlyA Holin,,The BlyA Holin (BlyA Holin) Family
1.E.18.1,300,1.E.18,r1t Holin,,The Lactococcus lactis Phage r1t Holin (r1t Holin) Family
1.E.19.1,301,1.E.19,TcdE Holin,Holin IV Superfamily ,The Clostridium difficile TcdE Holin (TcdE Holin) Family
1.E.2.1,302,1.E.2,λ Holin,Holin III Superfamily ,The λ Holin S (λ Holin) Family
1.E.20.1,303,1.E.20,Hol Holin,Holin III Superfamily ,The Pseudomonas aeruginosa Hol Holin (Hol Holin) Family
1.E.24.1,304,1.E.24,Dp-1 Holin,,The Bacterophage Dp-1 Holin (Dp-1 Holin) Family
1.E.25.2,305,1.E.25,F116 Holin,Holin II Superfamily ,The Pseudomonas phage F116 Holin (F116 Holin) Family
1.E.26.1,306,1.E.26,Holin LLH,Holin VI Superfamily ,The Holin LLH (Holin LLH) Family
1.E.27.1,307,1.E.27,BhlA Holin,,The BhlA Holin (BhlA Holin) Family 
1.E.29.1,308,1.E.29,Hol44,Holin V Superfamily ,The Holin Hol44 (Hol44) Family
1.E.29.2,309,1.E.29,Hol44,Holin V Superfamily ,The Holin Hol44 (Hol44) Family
1.E.3.1,310,1.E.3,P2 Holin,Holin III Superfamily ,The P2 Holin (P2 Holin) Family
1.E.31.1,311,1.E.31,SPP1 Holin,,The SPP1 Holin (SPP1 Holin) Family
1.E.31.2,312,1.E.31,SPP1 Holin,,The SPP1 Holin (SPP1 Holin) Family
1.E.34.1,313,1.E.34,Hol-X,Holin III Superfamily ,The Putative Actinobacterial Holin-X (Hol-X) Family
1.E.36.1,314,1.E.36,M2 Hol,Holin VII Superfamily ,The Mycobacterial 2 TMS Phage Holin (M2 Hol) Family
1.E.40.3,315,1.E.40,MP4 Holin,Holin IV Superfamily ,The Mycobacterial 4 TMS Phage Holin (MP4 Holin) Family
1.E.42.1,316,1.E.42,Hol-Tox,,The Putative Holin-like Toxin (Hol-Tox) Family
1.E.43.1,317,1.E.43,T-A Hol,Holin IV Superfamily ,The Putative Transglycosylase-associated Holin (T-A Hol) Family
1.E.43.2,318,1.E.43,T-A Hol,Holin IV Superfamily ,The Putative Transglycosylase-associated Holin (T-A Hol) Family
1.E.5.2,319,1.E.5,P35 Holin,Holin III Superfamily ,The PRD1 Phage P35 Holin (P35 Holin) Family
1.E.53.1,320,1.E.53,Hok/Gef,,The Toxic Hok/Gef Protein (Hok/Gef) Family
1.E.54.2,321,1.E.54,GTA-Hol,,The Gene Transfer Agent-release Holin (GTA-Hol) Family
1.E.54.4,322,1.E.54,GTA-Hol,,The Gene Transfer Agent-release Holin (GTA-Hol) Family
1.E.55.2,323,1.E.55,B-Hol,,The Brachyspira holin (B-Hol) Family
1.E.56.1,324,1.E.56,3-Hol,,The Putative 3 TMS Holin (3-Hol) Family
1.E.6.2,325,1.E.6,T7 Holin,Holin II Superfamily ,The T7 Holin (T7 Holin) Family
1.E.62.1,326,1.E.62,YvrJ,,The Putative Firmicute Phage Holin (YvrJ) Family
1.E.63.1,327,1.E.63,HolSD,,The Actinobacterial Phage Holin (HolSD) Family 
1.E.64.3,328,1.E.64,LydD,,The P7 Phage Holin LydD (LydD) Family
1.E.65.1,329,1.E.65,XhlA,,The Firmicute Prophage XhlA Holin (XhlA) Family
1.E.66.1,330,1.E.66,Releasin,,The Phage Mu Holin-like Releasin (Releasin) Family
1.E.7.2,331,1.E.7,HP1 Holin,Holin II Superfamily ,The HP1 Holin (HP1 Holin) Family
1.E.9.1,332,1.E.9,T4 Imm,,The T4 Immunity (T4 Imm) Family
1.F.1.1,333,1.F.1,SVF-Pore,Synaptotagmin Domain-containing (SynapD) Superfamily,The Synaptosomal Vesicle Fusion Pore (SVF-Pore) Family
1.F.1.2,334,1.F.1,SVF-Pore,Synaptotagmin Domain-containing (SynapD) Superfamily,The Synaptosomal Vesicle Fusion Pore (SVF-Pore) Family
1.F.1.3,335,1.F.1,SVF-Pore,Synaptotagmin Domain-containing (SynapD) Superfamily,The Synaptosomal Vesicle Fusion Pore (SVF-Pore) Family
1.F.2.1,336,1.F.2,Exocyst,,The Octameric Exocyst (Exocyst) Family
1.F.3.1,337,1.F.3,ETMP1,,The EH Domain-containing Protein 1 (ETMP1) Family 
1.G.1.1,338,1.G.1,VMFP1,Membrane Fusion Pore (MFP) Superfamily,The Viral Pore-forming Membrane Fusion Protein-1 (VMFP1) Family
1.G.11.1,339,1.G.11,PEP-C,,The Poxvirus Cell Entry Protein Complex (PEP-C) Family
1.G.16.1,340,1.G.16,HIV-FP,,The Human Immunodeficiency Virus Type 1 (HIV-1) Fusion Peptide (HIV-FP) Family
1.G.19.1,341,1.G.19,Rotavirus MFC,,The Rotavirus Pore-forming Membrane Fusion Complex (Rotavirus MFC) Family
1.G.2.1,342,1.G.2,VMFP2,,The Viral Pore-forming Membrane Fusion Protein-2 (VMFP2) Family
1.G.3.1,343,1.G.3,VMFP3,,The Viral Pore-forming Membrane Fusion Protein-3 (VMFP3) Family
1.G.4.1,344,1.G.4,VMFP4,,The Viral Pore-forming Membrane Fusion Protein-4 (VMFP4) Family
1.G.5.1,345,1.G.5,VMFP5,,The Viral Pore-forming Membrane Fusion Protein-5 (VMFP5) Family
1.G.6.1,346,1.G.6,HBV-S Protein,,The Hepadnaviral S Fusion Protein (HBV-S Protein) Family
1.G.9.2,347,1.G.9,Syncytin,Viral Envelope Fusion Protein (Env-FP) Superfamily,The Syncytin (Syncytin) Family
1.H.1.1,348,1.H.1,Claudin1,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Claudin Tight Junction (Claudin1) Family
1.H.2.1,349,1.H.2,Claudin2,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Invertebrate PMP22-Claudin (Claudin2) Family
1.H.3.1,350,1.H.3,Amastin,,The 4 TMS Amastin (Amastin) Family 
1.I.1.1,351,1.I.1,NPC,Ankyrin Repeat Domain-containing (Ank) Superfamily,The Nuclear Pore Complex (NPC) Family
1.I.2.1,352,1.I.2,PPD,,The Plant Plasmodesmata (PPD) Family
1.K.1.1,353,1.K.1,T4-BP,,The Gp27/5 T4-baseplate (T4-BP) Family
1.K.4.1,354,1.K.4,P22 Injectisome,,The Phage P22 Injectisome (P22 Injectisome) Family
1.M.1.1,355,1.M.1,Rz(1,Spanin Superfamily,The Rz/Rz1 Spanin1 (Rz(1)) Family
1.M.1.2,356,1.M.1,Rz(1,Spanin Superfamily,The Rz/Rz1 Spanin1 (Rz(1)) Family
1.M.1.3,357,1.M.1,Rz(1,Spanin Superfamily,The Rz/Rz1 Spanin1 (Rz(1)) Family
1.M.1.4,358,1.M.1,Rz(1,Spanin Superfamily,The Rz/Rz1 Spanin1 (Rz(1)) Family
1.M.1.5,359,1.M.1,Rz(1,Spanin Superfamily,The Rz/Rz1 Spanin1 (Rz(1)) Family
1.M.12.1,360,1.M.12,PPS12,,The Putative Phage Spanin 12 (PPS12) Family
1.M.13.1,361,1.M.13,PPS13,Spanin Superfamily,The Putative Phage Spanin 13 (PPS13) Family
1.M.13.2,362,1.M.13,PPS13,Spanin Superfamily,The Putative Phage Spanin 13 (PPS13) Family
1.M.2.3,363,1.M.2,Spanin2,,The Spanin2 (Spanin2) Family
1.M.7.1,364,1.M.7,Spanin7,Spanin Superfamily,The Phage Mu Spanin (Spanin7) Family
1.N.1.1,365,1.N.1,OFC,,The Osteoclast Fusion Complex (OFC) Family
1.N.2.1,366,1.N.2,MFC,,The Myoblast Fusion Complex (MFC) Family
1.N.5.1,367,1.N.5,Atlastin,,"The Endoplasmic Reticulum Fusion GTPase, Atlastin (Atlastin) Family "
1.N.6.1,368,1.N.6,MMF,,The Mitochondrial Inner/Outer Membrane Fusion (MMF) Family
1.P.1.1,369,1.P.1,VPEC,,The Polyoma Virus SV40 ER Penetration Channel (VPEC) Family
1.Q.1.1,370,1.Q.1,FSP,,The Fungal Septal Pore (FSP) Family
1.R.1.1,371,1.R.1,MCS,Vesicle-associated Membrane Protein (VAMP) Superfamily,The Membrane Contact Site (MCS) Family
1.S.1.1,372,1.S.1,BMC-SP1,BMC Shell Protein Superfamily,The Bacterial Microcompartment Shell/Pore-forming Protein-1 (BMC-SP1) Family
1.V.1.1,373,1.V.1,Septum,,The Filamentous Cyanobacterial Septal Pore (Septum) Family
1.W.1.1,374,1.W.1,PPP1,Phage Portal Protein (PPP) Superfamily,The Phage Portal Protein 1 (PPP1) Family
1.W.2.1,375,1.W.2,PPP2,Phage Portal Protein (PPP) Superfamily,The Phage Portal Protein 2 (PPP2) Family
1.W.3.1,376,1.W.3,PPP3,Phage Portal Protein (PPP) Superfamily,The Phage Portal Protein 3 (PPP3) Family
1.W.5.1,377,1.W.5,PPP5,Phage Portal Protein (PPP) Superfamily,The (Lambda) Phage Portal Protein 5 (PPP5) Family
1.W.7.3,378,1.W.7,PPP7,Phage Portal Protein (PPP) Superfamily,The (Bacillus Phage SPP1) Portal Protein 7 (PPP7) Family
1.W.9.1,379,1.W.9,PPP9,Phage Portal Protein (PPP) Superfamily,The Escherichia coli Mu Phage Portal Protein 9 (PPP9) Family
1.X.1.1,380,1.X.1,Ift-A,,The Intraflagellar Transporter-A Complex (Ift-A) Family
2.A.1.1,381,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.11,382,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.13,383,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.14,384,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.15,385,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.16,386,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.19,387,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.2,388,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.21,389,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.22,390,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.24,391,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.25,392,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.28,393,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.3,394,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.31,395,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.36,396,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.38,397,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.4,398,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.44,399,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.46,400,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.49,401,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.5,402,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.50,403,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.52,404,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.53,405,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.57,406,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.58,407,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.6,408,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.65,409,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.66,410,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.7,411,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.70,412,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.75,413,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.8,414,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.82,415,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.86,416,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.9,417,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.1.90,418,2.A.1,MFS,Major Facilitator (MFS) Superfamily,The Major Facilitator Superfamily (MFS)
2.A.10.1,419,2.A.10,KdgT,BART Superfamily,The 2-Keto-3-Deoxygluconate Transporter (KdgT) Family
2.A.100.1,420,2.A.100,Fpn,Major Facilitator (MFS) Superfamily,The Ferroportin (Fpn) Family
2.A.102.2,421,2.A.102,TSUP,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The 4-Toluene Sulfonate Uptake Permease (TSUP) Family
2.A.102.4,422,2.A.102,TSUP,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The 4-Toluene Sulfonate Uptake Permease (TSUP) Family
2.A.103.1,423,2.A.103,MPE,Cation Diffusion Facilitator  (CDF) Superfamily,The Bacterial Murein Precursor Exporter (MPE) Family
2.A.105.1,424,2.A.105,MPC,,The Mitochondrial Pyruvate Carrier (MPC) Family
2.A.106.1,425,2.A.106,CaCA2,LysE Superfamily,The Ca2+:H+ Antiporter-2 (CaCA2) Family
2.A.106.2,426,2.A.106,CaCA2,LysE Superfamily,The Ca2+:H+ Antiporter-2 (CaCA2) Family
2.A.107.1,427,2.A.107,MntP,LysE Superfamily,The MntP Mn2+ exporter (MntP) Family
2.A.108.1,428,2.A.108,ILT,LysE Superfamily,The Iron/Lead Transporter (ILT) Family
2.A.108.2,429,2.A.108,ILT,LysE Superfamily,The Iron/Lead Transporter (ILT) Family
2.A.109.1,430,2.A.109,TerC,,The Tellurium Ion Resistance (TerC) Family
2.A.11.1,431,2.A.11,CitMHS,IT Superfamily,The Citrate-Mg2+:H+ (CitM) Citrate-Ca2+:H+ (CitH) Symporter (CitMHS) Family
2.A.110.1,432,2.A.110,HRG,,"The heme transporter, heme-responsive gene protein (HRG) Family"
2.A.112.1,433,2.A.112,KXA,,The KX Blood-group Antigen (KXA) Family
2.A.113.1,434,2.A.113,NicO,LysE Superfamily,The Nickel/cobalt Transporter (NicO) Family
2.A.114.1,435,2.A.114,CstA,APC Superfamily,The Putative Peptide Transporter Carbon Starvation CstA (CstA) Family
2.A.115.1,436,2.A.115,NbcE,,The Novobiocin Exporter (NbcE) Family
2.A.115.2,437,2.A.115,NbcE,,The Novobiocin Exporter (NbcE) Family
2.A.117.1,438,2.A.117,CHX,,The Chlorhexadine Exporter (CHX) Family
2.A.118.1,439,2.A.118,ArcD,IT Superfamily,The Basic Amino Acid Antiporter (ArcD) Family
2.A.119.1,440,2.A.119,ArsP,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Organo-Arsenical Exporter (ArsP) Family
2.A.119.3,441,2.A.119,ArsP,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Organo-Arsenical Exporter (ArsP) Family
2.A.12.1,442,2.A.12,AAA,Major Facilitator (MFS) Superfamily,The ATP:ADP Antiporter (AAA) Family
2.A.120.1,443,2.A.120,PAAP,APC Superfamily,The Proline/Amino Acid Permease (PAAP) Family
2.A.121.1,444,2.A.121,CysZ,,The Sulfate Transporter (CysZ) Family
2.A.121.2,445,2.A.121,CysZ,,The Sulfate Transporter (CysZ) Family
2.A.121.3,446,2.A.121,CysZ,,The Sulfate Transporter (CysZ) Family
2.A.121.4,447,2.A.121,CysZ,,The Sulfate Transporter (CysZ) Family
2.A.122.1,448,2.A.122,LrgB/CidB/GGT,,The LrgB/CidB Holin-like Glycolate/Glycerate Transporter (LrgB/CidB/GGT) Family
2.A.122.2,449,2.A.122,LrgB/CidB/GGT,,The LrgB/CidB Holin-like Glycolate/Glycerate Transporter (LrgB/CidB/GGT) Family
2.A.123.1,450,2.A.123,Sweet,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Sweet; PQ-loop; Saliva; MtN3 (Sweet) Family
2.A.123.2,451,2.A.123,Sweet,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Sweet; PQ-loop; Saliva; MtN3 (Sweet) Family
2.A.124.1,452,2.A.124,LysO,,The Lysine Exporter (LysO) Family
2.A.126.1,453,2.A.126,FAX,,The Fatty Acid Exporter (FAX) Family
2.A.127.1,454,2.A.127,CLT,Phospholipid Transporter/Phosphatase (PL-TP) Superfamily,The Enterobacterial Cardiolipin Transporter (CLT) Family
2.A.128.1,455,2.A.128,VanZ,,The Multidrug Resistance Exporter VanZ (VanZ) Family 
2.A.128.2,456,2.A.128,VanZ,,The Multidrug Resistance Exporter VanZ (VanZ) Family 
2.A.129.1,457,2.A.129,LST,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Lipid-linked Sugar Translocase (LST) Family
2.A.13.1,458,2.A.13,Dcu,IT Superfamily,The C4-Dicarboxylate Uptake (Dcu) Family
2.A.130.1,459,2.A.130,T9SS,,The Type 9 Secretory System (T9SS) Family
2.A.131.1,460,2.A.131,ABCDE,LysE Superfamily,The Aminobenzyl Carbon-arsenic Defining Exporter (ABCDE) Family
2.A.132.1,461,2.A.132,IroT/MavN,,The Ferrous Iron Transporter (IroT/MavN) Family 
2.A.133.1,462,2.A.133,RDD,,The RDD Na+(Li+)(K+)/H+ Antiporter (RDD) Family
2.A.134.1,463,2.A.134,NhaM,,"The 3 TMS Na+/H+ antiporter, NhaM (NhaM) Family"
2.A.135.1,464,2.A.135,ICA,,"The Inorganic Cation (H+/Na+,Li+,K+) Antiporter (ICA) Family"
