fasta,seq_id,length,pLDDT,pTM,pdb_path
esm3_IPR003445_mask80,A0AAW5JJ34_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449,449,93.12,0.965,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0AAW5JJ34_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449_plddt_93.1.pdb
esm3_IPR003445_mask80,A0ABD6T712_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449,449,94.48,0.968,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABD6T712_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449_plddt_94.5.pdb
esm3_IPR003445_mask80,A0A0F0CXB4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449,449,93.11,0.965,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A0F0CXB4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449_plddt_93.1.pdb
esm3_IPR003445_mask80,A0A1I7CNX4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449,449,91.93,0.946,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A1I7CNX4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449_plddt_91.9.pdb
esm3_IPR003445_mask80,A0A0R2DGE0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449,449,85.12,0.927,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A0R2DGE0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_449_prompt_len_449_gen_len_449_plddt_85.1.pdb
esm3_IPR003445_mask80,A0ABX1XBH2_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,93.11,0.958,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABX1XBH2_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_93.1.pdb
esm3_IPR003445_mask80,A0A163LR34_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.35,0.969,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A163LR34_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.3.pdb
esm3_IPR003445_mask80,A0ABX1XQ09_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.10,0.961,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABX1XQ09_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.1.pdb
esm3_IPR003445_mask80,N8YPZ8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.80,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/N8YPZ8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.8.pdb
esm3_IPR003445_mask80,A0ABW5QRW7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.13,0.963,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABW5QRW7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.1.pdb
esm3_IPR003445_mask80,A0A941HYE0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.26,0.960,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A941HYE0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.3.pdb
esm3_IPR003445_mask80,A0ABU7KW95_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,91.79,0.949,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABU7KW95_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_91.8.pdb
esm3_IPR003445_mask80,A0A2M9F3I4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,94.67,0.967,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A2M9F3I4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_94.7.pdb
esm3_IPR003445_mask80,A0A179T7L7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,95.22,0.968,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A179T7L7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_95.2.pdb
esm3_IPR003445_mask80,S5ZH36_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,92.13,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/S5ZH36_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_92.1.pdb
esm3_IPR003445_mask80,A0ABS7C2N7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,92.66,0.957,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABS7C2N7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_92.7.pdb
esm3_IPR003445_mask80,A0A7V6CMY9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,88.39,0.925,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A7V6CMY9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_88.4.pdb
esm3_IPR003445_mask80,A0A2Z3JJ48_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,88.88,0.935,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A2Z3JJ48_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_88.9.pdb
esm3_IPR003445_mask80,A0A0A3J5R8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,95.67,0.964,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A0A3J5R8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_95.7.pdb
esm3_IPR003445_mask80,A0A267HWH4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450,450,93.90,0.965,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A267HWH4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_450_prompt_len_450_gen_len_450_plddt_93.9.pdb
esm3_IPR003445_mask80,D5DNZ1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.82,0.955,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/D5DNZ1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.8.pdb
esm3_IPR003445_mask80,A0A223V3A3_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,87.32,0.914,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A223V3A3_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_87.3.pdb
esm3_IPR003445_mask80,A0ABQ2EPU4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,94.14,0.962,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABQ2EPU4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_94.1.pdb
esm3_IPR003445_mask80,A0A4U9YBK4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.50,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A4U9YBK4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.5.pdb
esm3_IPR003445_mask80,A0A1M6QTB6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,94.18,0.955,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A1M6QTB6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_94.2.pdb
esm3_IPR003445_mask80,A0ABV3IDP7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.65,0.963,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABV3IDP7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.6.pdb
esm3_IPR003445_mask80,A0ABV4H3D8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,92.50,0.948,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABV4H3D8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_92.5.pdb
esm3_IPR003445_mask80,A0ABY8KE53_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,92.43,0.959,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABY8KE53_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_92.4.pdb
esm3_IPR003445_mask80,A0ABP7F6D9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,94.06,0.960,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABP7F6D9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_94.1.pdb
esm3_IPR003445_mask80,A0ABR5AK54_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.53,0.966,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABR5AK54_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.5.pdb
esm3_IPR003445_mask80,A0A2M8H9J4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,91.75,0.943,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A2M8H9J4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_91.7.pdb
esm3_IPR003445_mask80,A0A3S2TX48_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.85,0.960,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A3S2TX48_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.8.pdb
esm3_IPR003445_mask80,A0ABW5RMS6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,90.96,0.960,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABW5RMS6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_91.0.pdb
esm3_IPR003445_mask80,A0A4V5P211_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,92.47,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A4V5P211_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_92.5.pdb
esm3_IPR003445_mask80,A0A553SRW8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,93.61,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A553SRW8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_93.6.pdb
esm3_IPR003445_mask80,A0ABR8XHZ6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,94.10,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABR8XHZ6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_94.1.pdb
esm3_IPR003445_mask80,A0ABR7CVW4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,92.90,0.957,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABR7CVW4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_92.9.pdb
esm3_IPR003445_mask80,A0AAW5MDC8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451,451,94.83,0.967,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0AAW5MDC8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_451_prompt_len_451_gen_len_451_plddt_94.8.pdb
esm3_IPR003445_mask80,D7CY22_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,93.26,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/D7CY22_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_93.3.pdb
esm3_IPR003445_mask80,A0ABQ0XZA8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,89.76,0.947,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABQ0XZA8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_89.8.pdb
esm3_IPR003445_mask80,X5A5R1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,93.31,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/X5A5R1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_93.3.pdb
esm3_IPR003445_mask80,G5JFU6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,93.90,0.959,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/G5JFU6_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_93.9.pdb
esm3_IPR003445_mask80,A0ABT6PIP1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,90.34,0.939,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABT6PIP1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_90.3.pdb
esm3_IPR003445_mask80,A0A7U7GDF4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,92.17,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A7U7GDF4_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_92.2.pdb
esm3_IPR003445_mask80,A0ABS5MD05_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,92.88,0.953,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABS5MD05_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_92.9.pdb
esm3_IPR003445_mask80,A0A2T4KNF1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,93.12,0.964,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A2T4KNF1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_93.1.pdb
esm3_IPR003445_mask80,E6LGI8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452,452,94.23,0.965,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/E6LGI8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_452_prompt_len_452_gen_len_452_plddt_94.2.pdb
esm3_IPR003445_mask80,A0A4P8XJM1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,91.56,0.951,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A4P8XJM1_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_91.6.pdb
esm3_IPR003445_mask80,A0ABV8QJ58_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.39,0.954,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABV8QJ58_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.4.pdb
esm3_IPR003445_mask80,A0A9X2JX04_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,92.63,0.942,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A9X2JX04_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_92.6.pdb
esm3_IPR003445_mask80,K2IQ95_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.09,0.955,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/K2IQ95_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.1.pdb
esm3_IPR003445_mask80,A0A1F5Y9P8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,79.52,0.870,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A1F5Y9P8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_79.5.pdb
esm3_IPR003445_mask80,A0A413ZZ58_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.28,0.950,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A413ZZ58_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.3.pdb
esm3_IPR003445_mask80,A0ABS5N748_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,91.42,0.947,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABS5N748_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_91.4.pdb
esm3_IPR003445_mask80,A0AA35CLR0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.06,0.950,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0AA35CLR0_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.1.pdb
esm3_IPR003445_mask80,A0ABX5C6C7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.86,0.955,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABX5C6C7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.9.pdb
esm3_IPR003445_mask80,A0A845E102_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.69,0.962,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A845E102_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.7.pdb
esm3_IPR003445_mask80,A0ABU6GSP5_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453,453,93.63,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABU6GSP5_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_453_prompt_len_453_gen_len_453_plddt_93.6.pdb
esm3_IPR003445_mask80,A0A6L2R6Z8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,91.21,0.949,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A6L2R6Z8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_91.2.pdb
esm3_IPR003445_mask80,A0A1M5BX81_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,88.65,0.925,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A1M5BX81_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_88.7.pdb
esm3_IPR003445_mask80,A0ABQ1YLY7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,95.10,0.969,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABQ1YLY7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_95.1.pdb
esm3_IPR003445_mask80,A0A6M0LP06_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,93.14,0.956,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A6M0LP06_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_93.1.pdb
esm3_IPR003445_mask80,A0A4R6X6U5_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,93.06,0.943,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A4R6X6U5_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_93.1.pdb
esm3_IPR003445_mask80,A0A7W9TQ55_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,93.52,0.949,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A7W9TQ55_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_93.5.pdb
esm3_IPR003445_mask80,A0A916K0K9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,94.33,0.966,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A916K0K9_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_94.3.pdb
esm3_IPR003445_mask80,A0ABY6YEV7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,92.39,0.958,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0ABY6YEV7_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_92.4.pdb
esm3_IPR003445_mask80,A0A178J6B8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454,454,92.49,0.945,/ibex/project/c2108/junbo/results/generation-results/esm3_transporter_msak80/esmfold_pdb/esm3_IPR003445_mask80/A0A178J6B8_sample1_ipr_IPR003445_mask_ratio_0.8_orig_len_454_prompt_len_454_gen_len_454_plddt_92.5.pdb
