fasta,seq_id,length,pLDDT,pTM,pdb_path
IPR003445_sample1000,A0ABY6YEV7_unreviewed_TrkH,454,90.91,0.942,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABY6YEV7_unreviewed_TrkH_plddt_90.9.pdb
IPR003445_sample1000,A0A178J6B8_unreviewed_Ktr,454,92.49,0.936,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A178J6B8_unreviewed_Ktr_plddt_92.5.pdb
IPR003445_sample1000,A0AA90SLC7_unreviewed_Ktr,454,93.24,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AA90SLC7_unreviewed_Ktr_plddt_93.2.pdb
IPR003445_sample1000,A0ABV8H044_unreviewed_TrkH,454,92.13,0.956,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABV8H044_unreviewed_TrkH_plddt_92.1.pdb
IPR003445_sample1000,A0ABW9UJZ5_unreviewed_Ktr,454,93.07,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABW9UJZ5_unreviewed_Ktr_plddt_93.1.pdb
IPR003445_sample1000,A0A511ZKW7_unreviewed_Ktr,454,93.13,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A511ZKW7_unreviewed_Ktr_plddt_93.1.pdb
IPR003445_sample1000,A0A1B9F887_unreviewed_Potassium,454,91.42,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1B9F887_unreviewed_Potassium_plddt_91.4.pdb
IPR003445_sample1000,A0A368XGH4_unreviewed_Trk,455,91.02,0.931,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A368XGH4_unreviewed_Trk_plddt_91.0.pdb
IPR003445_sample1000,A0ABS7YH00_unreviewed_TrkH,455,92.24,0.943,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS7YH00_unreviewed_TrkH_plddt_92.2.pdb
IPR003445_sample1000,A0AA46ADS5_unreviewed_Trk,455,93.38,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AA46ADS5_unreviewed_Trk_plddt_93.4.pdb
IPR003445_sample1000,A0A2R6TXJ8_unreviewed_Ktr,455,92.45,0.953,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2R6TXJ8_unreviewed_Ktr_plddt_92.5.pdb
IPR003445_sample1000,U3BNC6_unreviewed_Ktr,455,92.47,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/U3BNC6_unreviewed_Ktr_plddt_92.5.pdb
IPR003445_sample1000,A0A449DQM1_unreviewed_Trk,455,92.53,0.953,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A449DQM1_unreviewed_Trk_plddt_92.5.pdb
IPR003445_sample1000,A0A395LK35_unreviewed_TrkH,455,89.65,0.924,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A395LK35_unreviewed_TrkH_plddt_89.6.pdb
IPR003445_sample1000,A0ABT8JY17_unreviewed_Potassium,455,92.39,0.941,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABT8JY17_unreviewed_Potassium_plddt_92.4.pdb
IPR003445_sample1000,A0ABU7V8Y4_unreviewed_Potassium,455,91.95,0.939,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABU7V8Y4_unreviewed_Potassium_plddt_92.0.pdb
IPR003445_sample1000,A0A368VJC4_unreviewed_Trk,455,93.90,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A368VJC4_unreviewed_Trk_plddt_93.9.pdb
IPR003445_sample1000,S7I768_unreviewed_Potassium,455,91.82,0.944,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/S7I768_unreviewed_Potassium_plddt_91.8.pdb
IPR003445_sample1000,A0A845F9E2_unreviewed_Ktr,455,93.69,0.961,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A845F9E2_unreviewed_Ktr_plddt_93.7.pdb
IPR003445_sample1000,A0A480B078_unreviewed_K_,455,92.07,0.948,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A480B078_unreviewed_K__plddt_92.1.pdb
IPR003445_sample1000,A0AAW4W0I7_unreviewed_Trk,456,93.24,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAW4W0I7_unreviewed_Trk_plddt_93.2.pdb
IPR003445_sample1000,A0ABM9WQC0_unreviewed_K_,456,92.66,0.939,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABM9WQC0_unreviewed_K__plddt_92.7.pdb
IPR003445_sample1000,A0A7Z0LYC4_unreviewed_Ktr,456,93.00,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7Z0LYC4_unreviewed_Ktr_plddt_93.0.pdb
IPR003445_sample1000,A0A543PIX0_unreviewed_Potassium,456,90.96,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A543PIX0_unreviewed_Potassium_plddt_91.0.pdb
IPR003445_sample1000,A0ABY2XM45_unreviewed_Ktr,456,91.64,0.941,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABY2XM45_unreviewed_Ktr_plddt_91.6.pdb
IPR003445_sample1000,A0AAW6Q1K7_unreviewed_Potassium,456,93.34,0.961,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAW6Q1K7_unreviewed_Potassium_plddt_93.3.pdb
IPR003445_sample1000,A0A1E5L8B9_unreviewed_Ktr,456,94.27,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1E5L8B9_unreviewed_Ktr_plddt_94.3.pdb
IPR003445_sample1000,A0A839XQM1_unreviewed_Potassium,457,90.49,0.935,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A839XQM1_unreviewed_Potassium_plddt_90.5.pdb
IPR003445_sample1000,A0ABW1V8K8_unreviewed_TrkH,457,93.04,0.948,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABW1V8K8_unreviewed_TrkH_plddt_93.0.pdb
IPR003445_sample1000,A0ABT7S9E3_unreviewed_Potassium,457,91.63,0.939,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABT7S9E3_unreviewed_Potassium_plddt_91.6.pdb
IPR003445_sample1000,A0A399RG56_unreviewed_Potassium,457,92.41,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A399RG56_unreviewed_Potassium_plddt_92.4.pdb
IPR003445_sample1000,R6JPL2_unreviewed_Trk,457,93.14,0.957,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/R6JPL2_unreviewed_Trk_plddt_93.1.pdb
IPR003445_sample1000,A0AB34X0A9_unreviewed_Potassium,458,91.67,0.943,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AB34X0A9_unreviewed_Potassium_plddt_91.7.pdb
IPR003445_sample1000,A0A345IGE9_unreviewed_Potassium,458,92.18,0.945,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A345IGE9_unreviewed_Potassium_plddt_92.2.pdb
IPR003445_sample1000,A0A4Y4E618_unreviewed_Potassium,458,91.72,0.945,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A4Y4E618_unreviewed_Potassium_plddt_91.7.pdb
IPR003445_sample1000,A0A934MA67_unreviewed_TrkH,458,91.02,0.938,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A934MA67_unreviewed_TrkH_plddt_91.0.pdb
IPR003445_sample1000,A0A3Q8WTK2_unreviewed_TrkH,458,91.65,0.942,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3Q8WTK2_unreviewed_TrkH_plddt_91.6.pdb
IPR003445_sample1000,A0A1M5JFE0_unreviewed_Trk,458,92.67,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1M5JFE0_unreviewed_Trk_plddt_92.7.pdb
IPR003445_sample1000,A0A7Z8JZM5_unreviewed_Potassium,458,91.44,0.941,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7Z8JZM5_unreviewed_Potassium_plddt_91.4.pdb
IPR003445_sample1000,A0AAE4QYT5_unreviewed_Potassium,458,91.96,0.936,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAE4QYT5_unreviewed_Potassium_plddt_92.0.pdb
IPR003445_sample1000,A0A542EHL0_unreviewed_Potassium,458,90.85,0.926,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A542EHL0_unreviewed_Potassium_plddt_90.9.pdb
IPR003445_sample1000,A0A4R6RX62_unreviewed_Trk-type,458,88.78,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A4R6RX62_unreviewed_Trk-type_plddt_88.8.pdb
IPR003445_sample1000,A0A0U0IZ86_unreviewed_Trk,459,91.56,0.953,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0U0IZ86_unreviewed_Trk_plddt_91.6.pdb
IPR003445_sample1000,A0A9D1FN53_unreviewed_Trk,459,92.49,0.954,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9D1FN53_unreviewed_Trk_plddt_92.5.pdb
IPR003445_sample1000,A0ABP7EZ33_unreviewed_Potassium,459,89.58,0.922,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABP7EZ33_unreviewed_Potassium_plddt_89.6.pdb
IPR003445_sample1000,A0A0H2UMW5_unreviewed_Potassium,459,91.58,0.953,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0H2UMW5_unreviewed_Potassium_plddt_91.6.pdb
IPR003445_sample1000,A0A139QLB7_unreviewed_Trk,459,91.50,0.946,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A139QLB7_unreviewed_Trk_plddt_91.5.pdb
IPR003445_sample1000,A0A653I3K6_unreviewed_Ktr,459,94.33,0.970,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A653I3K6_unreviewed_Ktr_plddt_94.3.pdb
IPR003445_sample1000,A0AAX0NAZ4_unreviewed_Potassium,459,91.41,0.948,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAX0NAZ4_unreviewed_Potassium_plddt_91.4.pdb
IPR003445_sample1000,A0ABU5STC7_unreviewed_Potassium,459,89.95,0.951,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABU5STC7_unreviewed_Potassium_plddt_89.9.pdb
IPR003445_sample1000,A0AAQ2W0Y1_unreviewed_Trk,459,91.79,0.957,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAQ2W0Y1_unreviewed_Trk_plddt_91.8.pdb
IPR003445_sample1000,A0A3N4A138_unreviewed_TrkH,459,90.47,0.943,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3N4A138_unreviewed_TrkH_plddt_90.5.pdb
IPR003445_sample1000,A0A101I1U6_unreviewed_TrkH,459,90.79,0.938,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A101I1U6_unreviewed_TrkH_plddt_90.8.pdb
IPR003445_sample1000,A0A1S7FT73_unreviewed_ATP,459,92.29,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1S7FT73_unreviewed_ATP_plddt_92.3.pdb
IPR003445_sample1000,A0A2A6RE26_unreviewed_Potassium,460,90.98,0.940,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2A6RE26_unreviewed_Potassium_plddt_91.0.pdb
IPR003445_sample1000,A0ABS9M441_unreviewed_Potassium,460,92.26,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS9M441_unreviewed_Potassium_plddt_92.3.pdb
IPR003445_sample1000,A0A420XRQ5_unreviewed_Trk-type,460,90.00,0.934,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A420XRQ5_unreviewed_Trk-type_plddt_90.0.pdb
IPR003445_sample1000,A0A0R2CA41_unreviewed_Cation,460,93.04,0.956,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0R2CA41_unreviewed_Cation_plddt_93.0.pdb
IPR003445_sample1000,A0A1H3BYY5_unreviewed_Trk,460,92.73,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1H3BYY5_unreviewed_Trk_plddt_92.7.pdb
IPR003445_sample1000,A0A939CHU8_unreviewed_Ktr,461,93.47,0.958,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A939CHU8_unreviewed_Ktr_plddt_93.5.pdb
IPR003445_sample1000,A0AA41WH36_unreviewed_Trk,461,91.68,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AA41WH36_unreviewed_Trk_plddt_91.7.pdb
IPR003445_sample1000,A0ABT4JN26_unreviewed_TrkH,461,92.54,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABT4JN26_unreviewed_TrkH_plddt_92.5.pdb
IPR003445_sample1000,A0ABD6XG69_unreviewed_Potassium,462,93.33,0.959,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABD6XG69_unreviewed_Potassium_plddt_93.3.pdb
IPR003445_sample1000,A0A1U9MCJ9_unreviewed_Trk,462,92.55,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1U9MCJ9_unreviewed_Trk_plddt_92.6.pdb
IPR003445_sample1000,A0A1H6S8A7_unreviewed_Trk,462,92.50,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1H6S8A7_unreviewed_Trk_plddt_92.5.pdb
IPR003445_sample1000,A0A5S4THC9_unreviewed_TrkH,463,93.23,0.958,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A5S4THC9_unreviewed_TrkH_plddt_93.2.pdb
IPR003445_sample1000,A0ABR7G4D4_unreviewed_Potassium,463,93.38,0.950,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABR7G4D4_unreviewed_Potassium_plddt_93.4.pdb
IPR003445_sample1000,A0A415P804_unreviewed_TrkH,463,92.14,0.951,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A415P804_unreviewed_TrkH_plddt_92.1.pdb
IPR003445_sample1000,A0ABT8FY53_unreviewed_Potassium,463,92.17,0.949,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABT8FY53_unreviewed_Potassium_plddt_92.2.pdb
IPR003445_sample1000,A0A0L9VGL6_unreviewed_Uncharacterized,463,79.36,0.875,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0L9VGL6_unreviewed_Uncharacterized_plddt_79.4.pdb
IPR003445_sample1000,F5J153_unreviewed_ATPase_taxID_742766,464,90.42,0.946,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/F5J153_unreviewed_ATPase_taxID_742766_plddt_90.4.pdb
IPR003445_sample1000,A0A840D082_unreviewed_ATPase_taxID_637886,464,90.49,0.946,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A840D082_unreviewed_ATPase_taxID_637886_plddt_90.5.pdb
IPR003445_sample1000,A0A2W6NBG6_unreviewed_Ktr,465,93.17,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2W6NBG6_unreviewed_Ktr_plddt_93.2.pdb
IPR003445_sample1000,D4K7Z0_unreviewed_Trk-type,465,92.00,0.934,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/D4K7Z0_unreviewed_Trk-type_plddt_92.0.pdb
IPR003445_sample1000,A0A1W7D0I4_unreviewed_ATPase_taxID_2878388,465,91.29,0.938,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1W7D0I4_unreviewed_ATPase_taxID_2878388_plddt_91.3.pdb
IPR003445_sample1000,A0A3E2W715_unreviewed_Potassium,465,91.98,0.934,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3E2W715_unreviewed_Potassium_plddt_92.0.pdb
IPR003445_sample1000,A0ABQ1XH31_unreviewed_Trk,465,89.87,0.959,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABQ1XH31_unreviewed_Trk_plddt_89.9.pdb
IPR003445_sample1000,Q2YRP2_unreviewed_Trk,466,93.01,0.967,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/Q2YRP2_unreviewed_Trk_plddt_93.0.pdb
IPR003445_sample1000,A0A7L9MD54_unreviewed_Trk,466,93.02,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7L9MD54_unreviewed_Trk_plddt_93.0.pdb
IPR003445_sample1000,A5Z8G7_unreviewed_Potassium,466,92.70,0.950,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A5Z8G7_unreviewed_Potassium_plddt_92.7.pdb
IPR003445_sample1000,A0A0M2UYC0_unreviewed_Potassium,466,91.16,0.936,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0M2UYC0_unreviewed_Potassium_plddt_91.2.pdb
IPR003445_sample1000,A0ABY4FL75_unreviewed_TrkH,466,92.33,0.927,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABY4FL75_unreviewed_TrkH_plddt_92.3.pdb
IPR003445_sample1000,A0AB36PW09_unreviewed_Trk,466,93.05,0.967,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AB36PW09_unreviewed_Trk_plddt_93.0.pdb
IPR003445_sample1000,A0ABQ0BHW6_unreviewed_Potassium,467,93.88,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABQ0BHW6_unreviewed_Potassium_plddt_93.9.pdb
IPR003445_sample1000,A0A852U131_unreviewed_ATPase_taxID_687207,467,89.45,0.912,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A852U131_unreviewed_ATPase_taxID_687207_plddt_89.4.pdb
IPR003445_sample1000,A0AA92C1K8_unreviewed_Trk,467,93.94,0.971,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AA92C1K8_unreviewed_Trk_plddt_93.9.pdb
IPR003445_sample1000,A0A0C5UZA8_unreviewed_Trk,468,92.79,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0C5UZA8_unreviewed_Trk_plddt_92.8.pdb
IPR003445_sample1000,A0A3G9JIU1_unreviewed_Potassium,468,93.82,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3G9JIU1_unreviewed_Potassium_plddt_93.8.pdb
IPR003445_sample1000,F3L0V8_unreviewed_Trk,468,92.63,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/F3L0V8_unreviewed_Trk_plddt_92.6.pdb
IPR003445_sample1000,A0A399R6R2_unreviewed_TrkH,468,91.65,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A399R6R2_unreviewed_TrkH_plddt_91.6.pdb
IPR003445_sample1000,A0A9D2TIB4_unreviewed_Trk,469,92.41,0.929,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9D2TIB4_unreviewed_Trk_plddt_92.4.pdb
IPR003445_sample1000,A0A7M4DGP9_unreviewed_Ktr,469,91.43,0.934,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7M4DGP9_unreviewed_Ktr_plddt_91.4.pdb
IPR003445_sample1000,A0A328NNI2_unreviewed_Ktr,469,90.66,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A328NNI2_unreviewed_Ktr_plddt_90.7.pdb
IPR003445_sample1000,A0A931DCB1_unreviewed_Potassium,469,90.82,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A931DCB1_unreviewed_Potassium_plddt_90.8.pdb
IPR003445_sample1000,A0A7K2INW9_unreviewed_TrkH,469,90.12,0.924,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7K2INW9_unreviewed_TrkH_plddt_90.1.pdb
IPR003445_sample1000,A0A3A5MFF6_unreviewed_TrkH,470,91.03,0.932,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3A5MFF6_unreviewed_TrkH_plddt_91.0.pdb
IPR003445_sample1000,A0A822ZRU8_unreviewed_Cation,470,75.64,0.768,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A822ZRU8_unreviewed_Cation_plddt_75.6.pdb
IPR003445_sample1000,A0A840I6X8_unreviewed_TrkH,470,89.19,0.959,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A840I6X8_unreviewed_TrkH_plddt_89.2.pdb
IPR003445_sample1000,A0A0F9ND88_unreviewed_Trk,470,92.68,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0F9ND88_unreviewed_Trk_plddt_92.7.pdb
IPR003445_sample1000,A0ABS0D7N5_unreviewed_TrkH,471,90.37,0.928,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS0D7N5_unreviewed_TrkH_plddt_90.4.pdb
IPR003445_sample1000,A0A430FGQ4_unreviewed_Potassium,471,90.28,0.932,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A430FGQ4_unreviewed_Potassium_plddt_90.3.pdb
IPR003445_sample1000,A0A0E0UVN6_unreviewed_Putative,471,92.30,0.945,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0E0UVN6_unreviewed_Putative_plddt_92.3.pdb
IPR003445_sample1000,A0A7C9LC04_unreviewed_Trk,471,93.18,0.969,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7C9LC04_unreviewed_Trk_plddt_93.2.pdb
IPR003445_sample1000,Z9JUA8_unreviewed_Potassium,471,92.13,0.916,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/Z9JUA8_unreviewed_Potassium_plddt_92.1.pdb
IPR003445_sample1000,A0AB34XV45_unreviewed_Ktr,472,90.82,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AB34XV45_unreviewed_Ktr_plddt_90.8.pdb
IPR003445_sample1000,A0A2T0WUR4_unreviewed_Trk,472,93.10,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2T0WUR4_unreviewed_Trk_plddt_93.1.pdb
IPR003445_sample1000,A0A345YPJ8_unreviewed_TrkH,472,90.99,0.923,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A345YPJ8_unreviewed_TrkH_plddt_91.0.pdb
